imdb_id,year,title,type,duration,director,description
,2018,Model Squad,Series,,,Docuseries following premiere models as they navigate the highs and lows of the modeling world.
,2013,Life Below Zero,Series,,,The everyday struggles of living in the secluded state of Alaska where one wrong decision could cost you your life.
,2016,The Investigator: A British Crime Story,Series,,,"Series 1: In June 1985 Carole Packman, a wife and mother mysteriously disappeared and has never been seen since. Her husband Russell Causley is now serving a life sentence for her murder, ... See full summary »"
,2009,Ancient Aliens,Series,,,Science and mythology - and how they are the same thing.
,2015,The Making of the Mob,Series,,,"Making of the Mob, is an eight-part docudrama that begins in 1905 and spans more than 50 years, tracing the original five families that led to the modern American Mafia, including the rise ... See full summary »"
,2018,Dirty Money,Series,,,"A Netflix Original Series documenting various stories about exposing the greed, corruption, and crime spreading through the global economy."
,2018,America to Me,Series,,,"A look inside one of Chicago's most progressive public schools, located in suburban Oak Park."
,2015,Travel Man: 48 Hours in...,Series,,,Richard Ayoade and a celebrity guest spend 48 hours in a popular city to discover the must see tourist attractions.
,2016,Real Detective,Series,,,Each episode is a crime solution reenactment of a real murder. The actual detectives offer commentary throughout the show.
,2009,Life,Series,,,"David Attenborough's legendary BBC crew explains and shows wildlife all over planet earth in 10 episodes. The first is an overview the challenges facing life, the others are dedicated to ... See full summary »"
,2017,QB1: Beyond the Lights,Series,,,"Follows three high school quarterbacks from different backgrounds, playing in different environments as they face immense pressure and similar challenges in trying to be successful high school quarterbacks."
,2011,Homicide Hunter: Lt. Joe Kenda,Series,,,Lt. Joe Kenda solves cases.
,2013,The Bible,Series,,,"A religious historical dramatic miniseries about God's creation and physical landmark events leading up to the Crucifixion and Resurrection of our Savior, Jesus Christ."
,2018,In Search of...,Series,,,Documentary series hosted by Zachary Quinto based on the 1970s series that examined unexplained phenomena from all over the world.
,2003,MythBusters,Series,,,A weekly documentary in which two Hollywood special effects experts attempt to debunk urban legends by directly testing them.
,2016,Leah Remini: Scientology and the Aftermath,Series,,,A series featuring stories from former members of the Church of Scientology whose lives have been affected by the Church's harmful practices.
,2018,Casting Calls,Series,,,"Almost every classic Hollywood role was hotly pursued behind the scenes. This series looks at the most famous roles of all-time and reveals the stories behind how they were cast, which other actors were considered, and how your favorite stars landed the part."
,2010,American Pickers,Series,,,Mike and Frank are pickers that travel the country and literally would go anywhere just for the prospects of finding antique gold. With the assistance of Danielle they often find themselves in a comedic pickle.
,2017,The Repair Shop,Series,,,"Some of Britain's most skilled restoration experts breathe new life into much-cherished family heirlooms that are dropped off by members of the public, who reveal the personal stories behind the items."
